branch,customer_name,order_id,order_sequence,line_index_in_order,item_name_normalized,line_qty,line_amount,customer_total_qty,customer_total_amount,is_sellable_item,report_generated_date,from_date,to_date,page_marker,source_file
Conut Jnah,Person_0142,ORD-000038,38,20,PRESSED,1.0,0.0,49.0,12594324.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,ORD-000038,38,21,REGULAR,2.0,0.0,49.0,12594324.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,ORD-000038,38,22,SKIMMED MILK,1.0,0.0,49.0,12594324.28,True,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,ORD-000038,38,23,"STRAWBERRY,(R)",6.0,0.0,49.0,12594324.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,ORD-000038,38,24,WATER,1.0,79459.45,49.0,12594324.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,ORD-000038,38,25,WHIPPED CREAM,2.0,0.0,49.0,12594324.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0143,ORD-000039,39,1,AFFOGATO,1.0,536351.34,1.0,536351.34,True,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0144,ORD-000040,40,1,CAFFE LATTE,1.0,417162.16,18.0,4330540.52,True,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0144,ORD-000040,40,2,CHIMNEY THE ONE,3.0,3754459.44,18.0,4330540.52,True,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0144,ORD-000040,40,3,FULL FAT MILK,1.0,0.0,18.0,4330540.52,False,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0144,ORD-000040,40,4,ICED,1.0,0.0,18.0,4330540.52,False,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0144,ORD-000040,40,5,"NUTELLA SAUCE,(R)",2.0,0.0,18.0,4330540.52,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,ORD-000040,40,6,NUTELLA SPREAD CHIMNEY,2.0,0.0,18.0,4330540.52,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,ORD-000040,40,7,REGULAR,1.0,0.0,18.0,4330540.52,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,ORD-000040,40,8,"STRAWBERRY,(R)",3.0,0.0,18.0,4330540.52,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,ORD-000040,40,9,WATER,2.0,158918.9,18.0,4330540.52,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,ORD-000040,40,10,WHITE CHOCOLATE SAUCE .(R),1.0,0.0,18.0,4330540.52,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,ORD-000040,40,11,WHITE CHOCOLATE SPREAD CHIMNEY,1.0,0.0,18.0,4330540.52,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,ORD-000041,41,1,DELIVERY CHARGE,1.0,238378.38,9.0,1283270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,ORD-000041,41,2,MINI BERRY MIX,1.0,507216.22,9.0,1283270.28,True,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,ORD-000041,41,3,MINI THE ONE,1.0,507216.22,9.0,1283270.28,True,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,ORD-000041,41,4,"NUTELLA SAUCE ,(R)",1.0,0.0,9.0,1283270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,ORD-000041,41,5,NUTELLA SPREAD MINI,1.0,0.0,9.0,1283270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,ORD-000041,41,6,PISTACHIO SPREAD MINI,1.0,30459.46,9.0,1283270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,ORD-000041,41,7,PISTACHIO TOPPING,1.0,0.0,9.0,1283270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,ORD-000041,41,8,STRAWBERRY .(R),1.0,0.0,9.0,1283270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,ORD-000041,41,9,WHIPPED CREAM,1.0,0.0,9.0,1283270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0147,ORD-000043,43,1,"CARAMEL SAUCE, (R)",2.0,0.0,14.0,5442972.95,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0147,ORD-000043,43,2,CHIMNEY THE ONE,2.0,2502972.96,14.0,5442972.95,True,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0147,ORD-000043,43,3,HOT,1.0,0.0,14.0,5442972.95,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0147,ORD-000043,43,4,NUTELLA SPREAD CHIMNEY,2.0,0.0,14.0,5442972.95,False,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0147,ORD-000043,43,5,REGULAR,1.0,0.0,14.0,5442972.95,False,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0147,ORD-000043,43,6,SINGLE ESPRESSO,1.0,238378.38,14.0,5442972.95,True,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0147,ORD-000043,43,7,"STRAWBERRY,(R)",2.0,0.0,14.0,5442972.95,False,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0147,ORD-000043,43,8,TIRAMISU CHIMNEY,2.0,2622162.16,14.0,5442972.95,True,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0147,ORD-000043,43,9,WATER,1.0,79459.45,14.0,5442972.95,False,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,1,ADD ICE CREAM,1.0,476756.75,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,2,"BROWNIES , (R)",1.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,3,CAFE MOCHA,1.0,507216.22,43.0,6799081.06,True,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,4,CAFFE LATTE,1.0,417162.16,43.0,6799081.06,True,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,5,CHIMNEY THE ONE,1.0,1251486.48,43.0,6799081.06,True,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,6,CONUT TRIPLE CHOCOLATE,2.0,1848756.76,43.0,6799081.06,True,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,7,DOUBLE ESPRESSO,4.0,1313729.72,43.0,6799081.06,True,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,8,FULL FAT MILK,1.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,9,HOT,4.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,10,ICE CREAM ON THE SIDE,1.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,11,ICED,4.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,12,ICED SHAKEN ESPRESSO,1.0,507216.22,43.0,6799081.06,True,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,13,LACTOSE FREE MILK,2.0,0.0,43.0,6799081.06,True,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,14,LOTUS SPREAD CONUT,1.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,15,NO SPREAD,1.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,18/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,16,NUTELLA SAUCE . (R),1.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,17,REGULAR,9.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,18,SINGLE ESPRESSO,2.0,476756.76,43.0,6799081.06,True,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,19,"STRAWBERRY , (R)",1.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,20,"STRAWBERRY,(R)",2.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,21,"WHITE CHOCOLATE SAUCE , (R)",1.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0148,ORD-000044,44,22,WHITE CHOCOLATE SPREAD CONUT,1.0,0.0,43.0,6799081.06,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0149,ORD-000045,45,1,CLASSIC CHIMNEY,2.0,1191891.9,11.0,2205000.0,True,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0149,ORD-000045,45,2,DELIVERY CHARGE,1.0,238378.38,11.0,2205000.0,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0149,ORD-000045,45,3,NUTELLA SPREAD CHIMNEY,1.0,0.0,11.0,2205000.0,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0149,ORD-000045,45,4,PISTACHIO SPREAD CHIMNEY,1.0,59594.59,11.0,2205000.0,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0149,ORD-000045,45,5,PRESSED,2.0,0.0,11.0,2205000.0,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0149,ORD-000045,45,6,STRAWBERRY,4.0,715135.12,11.0,2205000.0,True,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0150,ORD-000046,46,1,ADD ICE CREAM,1.0,476756.75,11.0,2533432.43,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0150,ORD-000046,46,2,"BROWNIES , (R)",1.0,0.0,11.0,2533432.43,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0150,ORD-000046,46,3,"CARAMEL SAUCE , (R)",1.0,0.0,11.0,2533432.43,False,30-Jan-26,01-Jan-2026,30-Jan-2026,19/63,REP_S_00502.csv
Conut Jnah,Person_0150,ORD-000046,46,4,CONUT THE ONE,1.0,893918.92,11.0,2533432.43,True,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0150,ORD-000046,46,5,CONUT TRIPLE CHOCOLATE,1.0,924378.38,11.0,2533432.43,True,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0150,ORD-000046,46,6,DELIVERY CHARGE,1.0,238378.38,11.0,2533432.43,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0150,ORD-000046,46,7,ICE CREAM ON THE SIDE,1.0,0.0,11.0,2533432.43,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0150,ORD-000046,46,8,NUTELLA SAUCE . (R),1.0,0.0,11.0,2533432.43,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0150,ORD-000046,46,9,NUTELLA SPREAD CONUT,1.0,0.0,11.0,2533432.43,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0150,ORD-000046,46,10,"STRAWBERRY , (R)",1.0,0.0,11.0,2533432.43,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0150,ORD-000046,46,11,WHITE CHOCOLATE SPREAD CONUT,1.0,0.0,11.0,2533432.43,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0151,ORD-000047,47,1,"CARAMEL SAUCE , (R)",1.0,0.0,8.0,1728243.25,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0151,ORD-000047,47,2,CLASSIC CHIMNEY,1.0,595945.95,8.0,1728243.25,True,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0151,ORD-000047,47,3,CONUT THE ONE,1.0,893918.92,8.0,1728243.25,True,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0151,ORD-000047,47,4,DELIVERY CHARGE,1.0,238378.38,8.0,1728243.25,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0151,ORD-000047,47,5,NUTELLA SPREAD CHIMNEY,1.0,0.0,8.0,1728243.25,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0151,ORD-000047,47,6,NUTELLA SPREAD CONUT,1.0,0.0,8.0,1728243.25,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0151,ORD-000047,47,7,PRESSED,1.0,0.0,8.0,1728243.25,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0151,ORD-000047,47,8,"STRAWBERRY , (R)",1.0,0.0,8.0,1728243.25,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,1,"BLUEBERRIES , (P)",1.0,40540.54,21.0,4710621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,2,"BLUEBERRIES, (P)",1.0,20720.72,21.0,4710621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,3,"BROWNIES , (R)",2.0,0.0,21.0,4710621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,4,CHIMNEY THE ORIGINAL,1.0,1191891.89,21.0,4710621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,5,CONUT BOSTON CHEESECAKE,1.0,924378.38,21.0,4710621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,6,CONUT THE ONE,1.0,893918.92,21.0,4710621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,7,CONUT TRIPLE CHOCOLATE,1.0,924378.38,21.0,4710621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,8,"CRUSHED LOTUS , (R)",1.0,0.0,21.0,4710621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,9,DELIVERY CHARGE,1.0,238378.38,21.0,4710621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,10,ICE CREAM ON THE SIDE,1.0,0.0,21.0,4710621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,11,"LOTUS SAUCE , (R)",1.0,0.0,21.0,4710621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,12,LOTUS SPREAD CHIMNEY,1.0,0.0,21.0,4710621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,13,LOTUS SPREAD CONUT,1.0,0.0,21.0,4710621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,14,NO SPREAD,1.0,0.0,21.0,4710621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,20/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,15,NUTELLA SAUCE . (R),1.0,0.0,21.0,4710621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,16,RASPBERRIES,1.0,238378.38,21.0,4710621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,17,RASPBERRIES (P),1.0,119189.19,21.0,4710621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,18,STRAWBERRIES (R),1.0,90054.05,21.0,4710621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,19,"STRAWBERRY,(R)",1.0,0.0,21.0,4710621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0152,ORD-000048,48,20,WHITE CHOCOLATE SPREAD CONUT,1.0,0.0,21.0,4710621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0153,ORD-000049,49,1,CHIMNEY THE ONE,2.0,2502972.96,9.0,2741351.34,True,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0153,ORD-000049,49,2,DELIVERY CHARGE,1.0,238378.38,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0153,ORD-000049,49,3,NO TOPPINGS,3.0,0.0,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0153,ORD-000049,49,4,NUTELLA SPREAD CHIMNEY,2.0,0.0,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0153,ORD-000049,49,5,"STRAWBERRY,(R)",1.0,0.0,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0154,ORD-000050,50,1,"CARAMEL SAUCE ,(R)",1.0,0.0,10.0,1877891.9,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0154,ORD-000050,50,2,"CRUSHED LOTUS,(R)",1.0,0.0,10.0,1877891.9,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0154,ORD-000050,50,3,DELIVERY CHARGE,1.0,238378.38,10.0,1877891.9,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0154,ORD-000050,50,4,MINI BOSTON CHEESECAKE,1.0,536351.34,10.0,1877891.9,True,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0154,ORD-000050,50,5,MINI THE ONE,1.0,507216.22,10.0,1877891.9,True,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0154,ORD-000050,50,6,NO SPREAD,1.0,0.0,10.0,1877891.9,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0154,ORD-000050,50,7,NUTELLA SPREAD MINI,1.0,0.0,10.0,1877891.9,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0154,ORD-000050,50,8,STRAWBERRY .(R),2.0,0.0,10.0,1877891.9,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0154,ORD-000050,50,9,TIRAMISU MINI CONUT,1.0,595945.95,10.0,1877891.9,True,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0155,ORD-000051,51,1,"CARAMEL SAUCE , (R)",1.0,0.0,5.0,1132297.3,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0155,ORD-000051,51,2,CONUT THE ONE,1.0,893918.92,5.0,1132297.3,True,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0155,ORD-000051,51,3,DELIVERY CHARGE,1.0,238378.38,5.0,1132297.3,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0155,ORD-000051,51,4,NUTELLA SPREAD CONUT,1.0,0.0,5.0,1132297.3,False,30-Jan-26,01-Jan-2026,30-Jan-2026,21/63,REP_S_00502.csv
Conut Jnah,Person_0155,ORD-000051,51,5,"STRAWBERRY , (R)",1.0,0.0,5.0,1132297.3,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0157,ORD-000053,53,1,BLUEBERRIES,1.0,238378.38,9.0,2324189.17,True,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0157,ORD-000053,53,2,CHIMNEY THE ONE,1.0,1251486.48,9.0,2324189.17,True,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0157,ORD-000053,53,3,CRUSHED LOTUS,1.0,178783.78,9.0,2324189.17,True,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0157,ORD-000053,53,4,DELIVERY CHARGE,1.0,238378.38,9.0,2324189.17,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0157,ORD-000053,53,5,LOTUS SAUCE,1.0,178783.78,9.0,2324189.17,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0157,ORD-000053,53,6,LOTUS SPREAD CHIMNEY,1.0,0.0,9.0,2324189.17,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0157,ORD-000053,53,7,PISTACHIO SPREAD CHIMNEY,1.0,238378.38,9.0,2324189.17,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0157,ORD-000053,53,8,"STRAWBERRY,(R)",1.0,0.0,9.0,2324189.17,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0157,ORD-000053,53,9,WHITE CHOCOLATE SAUCE .(R),1.0,0.0,9.0,2324189.17,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0158,ORD-000054,54,1,ADD ICE CREAM,1.0,476756.75,6.0,1311081.08,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0158,ORD-000054,54,2,CLASSIC CHIMNEY,1.0,595945.95,6.0,1311081.08,True,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0158,ORD-000054,54,3,DELIVERY CHARGE,1.0,238378.38,6.0,1311081.08,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0158,ORD-000054,54,4,ICE CREAM ON THE SIDE,1.0,0.0,6.0,1311081.08,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0158,ORD-000054,54,5,NUTELLA SPREAD CHIMNEY,1.0,0.0,6.0,1311081.08,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0158,ORD-000054,54,6,PRESSED,1.0,0.0,6.0,1311081.08,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0159,ORD-000055,55,1,ADD ICE CREAM,3.0,1430270.25,17.0,3456486.48,False,30-Jan-26,01-Jan-2026,30-Jan-2026,22/63,REP_S_00502.csv
Conut Jnah,Person_0159,ORD-000055,55,2,CLASSIC CHIMNEY,3.0,1787837.8499999999,17.0,3456486.48,True,30-Jan-26,01-Jan-2026,30-Jan-2026,23/63,REP_S_00502.csv
