branch,customer_name,line_qty,item_description,line_amount,customer_total_qty,customer_total_amount,order_id,order_sequence,line_index_in_order,report_generated_date,from_date,to_date,page_marker,source_file
Conut Jnah,Person_0138,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.0,28.0,6744783.76,ORD-000034,34,28,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,[CARAMEL DRESSING],0.0,16.0,4648378.38,ORD-000035,35,1,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,BROWNIES . (R),0.0,16.0,4648378.38,ORD-000035,35,2,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,BROWNIES . (R),0.0,16.0,4648378.38,ORD-000035,35,3,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,"CARAMEL SAUCE, (R)",0.0,16.0,4648378.38,ORD-000035,35,4,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,CHIMNEY THE ONE,1251486.48,16.0,4648378.38,ORD-000035,35,5,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08,16.0,4648378.38,ORD-000035,35,6,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08,16.0,4648378.38,ORD-000035,35,7,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,FULL FAT MILK,0.0,16.0,4648378.38,ORD-000035,35,8,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,NO WHIPPED CREAM,0.0,16.0,4648378.38,ORD-000035,35,9,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,"NUTELLA SAUCE,(R)",0.0,16.0,4648378.38,ORD-000035,35,10,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,"NUTELLA SAUCE,(R)",0.0,16.0,4648378.38,ORD-000035,35,11,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,NUTELLA SPREAD CHIMNEY.,0.0,16.0,4648378.38,ORD-000035,35,12,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,"STRAWBERRY,(R)",0.0,16.0,4648378.38,ORD-000035,35,13,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,TOFFEE NUT MILKSHAKE,774729.73,16.0,4648378.38,ORD-000035,35,14,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0,16.0,4648378.38,ORD-000035,35,15,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0,16.0,4648378.38,ORD-000035,35,16,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0140,1.0,CHOCOLATE SAUCE,90054.05,9.0,1133621.62,ORD-000036,36,1,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0140,1.0,CLASSIC CHIMNEY,595945.95,9.0,1133621.62,ORD-000036,36,2,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0140,1.0,FULL FAT MILK,0.0,9.0,1133621.62,ORD-000036,36,3,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0140,1.0,FULL FAT MILK,0.0,9.0,1133621.62,ORD-000036,36,4,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0140,1.0,HOT MILK,178783.78,9.0,1133621.62,ORD-000036,36,5,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0140,1.0,HOT MILK,178783.78,9.0,1133621.62,ORD-000036,36,6,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0140,1.0,NUTELLA SPREAD CHIMNEY.,0.0,9.0,1133621.62,ORD-000036,36,7,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0140,1.0,PRESSED,0.0,9.0,1133621.62,ORD-000036,36,8,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0140,1.0,VANILLA SYRUP,90054.05,9.0,1133621.62,ORD-000036,36,9,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,[NO DRESSING],0.0,36.0,9704648.65,ORD-000037,37,1,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,BROWNIES . (R),0.0,36.0,9704648.65,ORD-000037,37,2,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,BROWNIES . (R),0.0,36.0,9704648.65,ORD-000037,37,3,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,"CARAMEL SAUCE ,(R)",0.0,36.0,9704648.65,ORD-000037,37,4,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,"CARAMEL SAUCE, (R)",0.0,36.0,9704648.65,ORD-000037,37,5,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,"CARAMEL SAUCE, (R)",0.0,36.0,9704648.65,ORD-000037,37,6,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,CHIMNEY BOSTON CHEESECAKE,1311081.08,36.0,9704648.65,ORD-000037,37,7,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,CHIMNEY THE ONE,1251486.48,36.0,9704648.65,ORD-000037,37,8,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,CHIMNEY THE ONE,1251486.48,36.0,9704648.65,ORD-000037,37,9,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,CHIMNEY THE ONE,1251486.48,36.0,9704648.65,ORD-000037,37,10,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08,36.0,9704648.65,ORD-000037,37,11,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08,36.0,9704648.65,ORD-000037,37,12,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,CLASSIC CHIMNEY,595945.95,36.0,9704648.65,ORD-000037,37,13,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,CRUSHED LOTUS .(R),0.0,36.0,9704648.65,ORD-000037,37,14,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,FRUIT LOOPS MILKSHAKE,774729.73,36.0,9704648.65,ORD-000037,37,15,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,FULL FAT MILK,0.0,36.0,9704648.65,ORD-000037,37,16,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,MINI THE ONE,507216.22,36.0,9704648.65,ORD-000037,37,17,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,NO SPREAD,0.0,36.0,9704648.65,ORD-000037,37,18,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,"NO SPREAD,,",0.0,36.0,9704648.65,ORD-000037,37,19,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,NO WHIPPED CREAM,0.0,36.0,9704648.65,ORD-000037,37,20,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,"NUTELLA SAUCE,(R)",0.0,36.0,9704648.65,ORD-000037,37,21,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,"NUTELLA SAUCE,(R)",0.0,36.0,9704648.65,ORD-000037,37,22,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,"NUTELLA SAUCE,(R)",0.0,36.0,9704648.65,ORD-000037,37,23,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,NUTELLA SPREAD CHIMNEY.,0.0,36.0,9704648.65,ORD-000037,37,24,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,NUTELLA SPREAD CHIMNEY.,0.0,36.0,9704648.65,ORD-000037,37,25,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,NUTELLA SPREAD CHIMNEY.,0.0,36.0,9704648.65,ORD-000037,37,26,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,NUTELLA SPREAD MINI.,0.0,36.0,9704648.65,ORD-000037,37,27,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,"PISTACHIO SAUCE ,(P)",40540.54,36.0,9704648.65,ORD-000037,37,28,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,PRESSED,0.0,36.0,9704648.65,ORD-000037,37,29,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,STRAWBERRY .(R),0.0,36.0,9704648.65,ORD-000037,37,30,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,"STRAWBERRY,(R)",0.0,36.0,9704648.65,ORD-000037,37,31,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,"STRAWBERRY,(R)",0.0,36.0,9704648.65,ORD-000037,37,32,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,"STRAWBERRY,(R)",0.0,36.0,9704648.65,ORD-000037,37,33,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,WATER,79459.45,36.0,9704648.65,ORD-000037,37,34,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0,36.0,9704648.65,ORD-000037,37,35,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0141,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0,36.0,9704648.65,ORD-000037,37,36,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,[CHOCOLATE DRESSING],0.0,49.0,12594324.28,ORD-000038,38,1,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,BLUEBERRIES.,238378.38,49.0,12594324.28,ORD-000038,38,2,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,BLUEBERRIES.,238378.38,49.0,12594324.28,ORD-000038,38,3,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,BLUEBERRIES.,238378.38,49.0,12594324.28,ORD-000038,38,4,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,BROWNIES . (R),0.0,49.0,12594324.28,ORD-000038,38,5,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,BROWNIES . (R),0.0,49.0,12594324.28,ORD-000038,38,6,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,BROWNIES.,178783.78,49.0,12594324.28,ORD-000038,38,7,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,CAFFE LATTE,417162.16,49.0,12594324.28,ORD-000038,38,8,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,CARAMEL MACHIATO,536351.34,49.0,12594324.28,ORD-000038,38,9,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,"CARAMEL SAUCE, (R)",0.0,49.0,12594324.28,ORD-000038,38,10,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,"CARAMEL SAUCE, (R)",0.0,49.0,12594324.28,ORD-000038,38,11,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,"CARAMEL SAUCE, (R)",0.0,49.0,12594324.28,ORD-000038,38,12,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,CHIMNEY BERRY MIX,1251486.48,49.0,12594324.28,ORD-000038,38,13,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,CHIMNEY PISTACHIO,1430270.27,49.0,12594324.28,ORD-000038,38,14,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,CHIMNEY THE ONE,1251486.48,49.0,12594324.28,ORD-000038,38,15,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,CHIMNEY THE ONE,1251486.48,49.0,12594324.28,ORD-000038,38,16,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,CHIMNEY THE ONE,1251486.48,49.0,12594324.28,ORD-000038,38,17,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,CHIMNEY THE ONE,1251486.48,49.0,12594324.28,ORD-000038,38,18,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,CHIMNEY THE ONE,1251486.48,49.0,12594324.28,ORD-000038,38,19,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,CLASSIC CHIMNEY,595945.95,49.0,12594324.28,ORD-000038,38,20,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,DOUBLE CHOCOLATE MILKSHAKE,774729.73,49.0,12594324.28,ORD-000038,38,21,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,FULL FAT MILK,0.0,49.0,12594324.28,ORD-000038,38,22,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,FULL FAT MILK,0.0,49.0,12594324.28,ORD-000038,38,23,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,HOT,0.0,49.0,12594324.28,ORD-000038,38,24,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,ICED,0.0,49.0,12594324.28,ORD-000038,38,25,30-Jan-26,01-Jan-2026,30-Jan-2026,15/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,NO SPREAD,0.0,49.0,12594324.28,ORD-000038,38,26,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,"NUTELLA SAUCE,(R)",0.0,49.0,12594324.28,ORD-000038,38,27,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,"NUTELLA SAUCE,(R)",0.0,49.0,12594324.28,ORD-000038,38,28,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,NUTELLA SAUCE.,178783.78,49.0,12594324.28,ORD-000038,38,29,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY,178783.78,49.0,12594324.28,ORD-000038,38,30,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY.,0.0,49.0,12594324.28,ORD-000038,38,31,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY.,0.0,49.0,12594324.28,ORD-000038,38,32,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY.,0.0,49.0,12594324.28,ORD-000038,38,33,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY.,0.0,49.0,12594324.28,ORD-000038,38,34,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY.,0.0,49.0,12594324.28,ORD-000038,38,35,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY.,0.0,49.0,12594324.28,ORD-000038,38,36,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,PRESSED,0.0,49.0,12594324.28,ORD-000038,38,37,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,REGULAR.,0.0,49.0,12594324.28,ORD-000038,38,38,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,REGULAR.,0.0,49.0,12594324.28,ORD-000038,38,39,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,SKIMMED MILK.,0.0,49.0,12594324.28,ORD-000038,38,40,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,"STRAWBERRY,(R)",0.0,49.0,12594324.28,ORD-000038,38,41,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,"STRAWBERRY,(R)",0.0,49.0,12594324.28,ORD-000038,38,42,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,"STRAWBERRY,(R)",0.0,49.0,12594324.28,ORD-000038,38,43,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,"STRAWBERRY,(R)",0.0,49.0,12594324.28,ORD-000038,38,44,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,"STRAWBERRY,(R)",0.0,49.0,12594324.28,ORD-000038,38,45,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,"STRAWBERRY,(R)",0.0,49.0,12594324.28,ORD-000038,38,46,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,WATER,79459.45,49.0,12594324.28,ORD-000038,38,47,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,"WHIPPED CREAM ,",0.0,49.0,12594324.28,ORD-000038,38,48,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0142,1.0,WHIPPED CREAM...,0.0,49.0,12594324.28,ORD-000038,38,49,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0143,1.0,AFFOGATO,536351.34,1.0,536351.34,ORD-000039,39,1,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,CAFFE LATTE,417162.16,18.0,4330540.52,ORD-000040,40,1,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,CHIMNEY THE ONE,1251486.48,18.0,4330540.52,ORD-000040,40,2,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,CHIMNEY THE ONE,1251486.48,18.0,4330540.52,ORD-000040,40,3,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,CHIMNEY THE ONE,1251486.48,18.0,4330540.52,ORD-000040,40,4,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,FULL FAT MILK,0.0,18.0,4330540.52,ORD-000040,40,5,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,ICED,0.0,18.0,4330540.52,ORD-000040,40,6,30-Jan-26,01-Jan-2026,30-Jan-2026,16/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,"NUTELLA SAUCE,(R)",0.0,18.0,4330540.52,ORD-000040,40,7,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,"NUTELLA SAUCE,(R)",0.0,18.0,4330540.52,ORD-000040,40,8,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,NUTELLA SPREAD CHIMNEY.,0.0,18.0,4330540.52,ORD-000040,40,9,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,NUTELLA SPREAD CHIMNEY.,0.0,18.0,4330540.52,ORD-000040,40,10,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,REGULAR.,0.0,18.0,4330540.52,ORD-000040,40,11,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,"STRAWBERRY,(R)",0.0,18.0,4330540.52,ORD-000040,40,12,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,"STRAWBERRY,(R)",0.0,18.0,4330540.52,ORD-000040,40,13,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,"STRAWBERRY,(R)",0.0,18.0,4330540.52,ORD-000040,40,14,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,WATER,79459.45,18.0,4330540.52,ORD-000040,40,15,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,WATER,79459.45,18.0,4330540.52,ORD-000040,40,16,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,WHITE CHOCOLATE SAUCE .(R),0.0,18.0,4330540.52,ORD-000040,40,17,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0144,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0,18.0,4330540.52,ORD-000040,40,18,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,1.0,DELIVERY CHARGE,238378.38,9.0,1283270.28,ORD-000041,41,1,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,1.0,MINI BERRY MIX,507216.22,9.0,1283270.28,ORD-000041,41,2,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,1.0,MINI THE ONE,507216.22,9.0,1283270.28,ORD-000041,41,3,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,1.0,"NUTELLA SAUCE ,(R)",0.0,9.0,1283270.28,ORD-000041,41,4,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,1.0,NUTELLA SPREAD MINI.,0.0,9.0,1283270.28,ORD-000041,41,5,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,1.0,PISTACHIO SPREAD MINI.,30459.46,9.0,1283270.28,ORD-000041,41,6,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,1.0,PISTACHIO TOPPING.,0.0,9.0,1283270.28,ORD-000041,41,7,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,1.0,STRAWBERRY .(R),0.0,9.0,1283270.28,ORD-000041,41,8,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0145,1.0,WHIPPED CREAM .,0.0,9.0,1283270.28,ORD-000041,41,9,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0146,1.0,TAKE AWAY,0.0,1.0,0.0,ORD-000042,42,1,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
Conut Jnah,Person_0147,1.0,"CARAMEL SAUCE, (R)",0.0,14.0,5442972.95,ORD-000043,43,1,30-Jan-26,01-Jan-2026,30-Jan-2026,17/63,REP_S_00502.csv
